time,baseVel,volts
0,0,-0.0392156862745098
0.00499999988824129,0,-0.0392156862745098
0.00999999977648258,0,-0.0392156862745098
0.0149999996647239,0,-0.0392156862745098
0.0199999995529652,0,-0.0392156862745098
0.0249999985098839,0,-0.0392156862745098
0.0299999993294477,0,-0.0392156862745098
0.0350000001490116,0,-0.0392156862745098
0.0399999991059303,0,-0.0392156862745098
0.044999998062849,0,-0.0392156862745098
0.0499999970197678,0,-0.0392156862745098
0.0549999997019768,0,-0.0392156862745098
0.0599999986588955,0,-0.0392156862745098
0.0649999976158142,0,-0.0392156862745098
0.0700000002980232,0,-0.0392156862745098
0.0749999955296516,0,-0.0392156862745098
0.0799999982118607,0,-0.0392156862745098
0.0850000008940697,0,-0.0392156862745098
0.0899999961256981,0,-0.0392156862745098
0.0949999988079071,0,-0.0392156862745098
0.0999999940395355,0,-0.0392156862745098
0.104999996721745,0,-0.0392156862745098
0.109999999403954,0,-0.0392156862745098
0.114999994635582,0,-0.0392156862745098
0.119999997317791,0,-0.0392156862745098
0.125,0,-0.0392156862745098
0.129999995231628,0,-0.0392156862745098
0.134999990463257,0,-0.0392156862745098
0.140000000596046,0,-0.0392156862745098
0.144999995827675,0,-0.0392156862745098
0.149999991059303,0,-0.0392156862745098
0.155000001192093,0,-0.0392156862745098
0.159999996423721,0,-0.0392156862745098
0.16499999165535,0,-0.0392156862745098
0.170000001788139,0,-0.0392156862745098
0.174999997019768,0,-0.0392156862745098
0.179999992251396,0,-0.0392156862745098
0.185000002384186,0,-0.0392156862745098
0.189999997615814,0,-0.0392156862745098
0.194999992847443,0,-0.0392156862745098
0.199999988079071,0,-0.0392156862745098
0.204999998211861,0,-0.0392156862745098
0.209999993443489,0,-0.0392156862745098
0.214999988675117,0,-0.0392156862745098
0.219999998807907,0,-0.0392156862745098
0.224999994039536,0,-0.0392156862745098
0.229999989271164,0,-0.0392156862745098
0.234999999403954,0,-0.0392156862745098
0.239999994635582,0,-0.0392156862745098
0.24499998986721,0,-0.0392156862745098
0.25,0,-0.0392156862745098
0.254999995231628,0,-0.0392156862745098
0.259999990463257,0,-0.0392156862745098
0.264999985694885,0,-0.0392156862745098
0.269999980926514,0,-0.0392156862745098
0.275000005960464,0,-0.0392156862745098
0.280000001192093,0,-0.0392156862745098
0.284999996423721,0,-0.0392156862745098
0.28999999165535,0,-0.0392156862745098
0.294999986886978,0,-0.0392156862745098
